"","PDB_ID","protein1_name","protein2_name","protein1_synonyms","protein2_synonyms","species1_name","species2_name","species1_TaxID","species2_TaxID","Type","Value","Unit"
"286","3sja","ATPASE GET3","GOLGI TO ER TRAFFIC PROTEIN 1","NA","NA","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","559292","559292","Kd",1.7e-08,"M"
"287","3sjd","ATPASE GET3","GOLGI TO ER TRAFFIC PROTEIN 2","NA","NA","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","559292","559292","Kd",3.1e-08,"M"
"288","3sua","RAS-RELATED C3 BOTULINUM TOXIN SUBSTRATE 1","PLEXIN-B1","CELL MIGRATION-INDUCING GENE 5 PROTEIN,RAS-LIKE PROTEIN","SEMAPHORIN RECEPTOR SEP","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.89e-05,"M"
"289","3t04","TYROSINE-PROTEIN KINASE ABL1","MONOBODY 7C12","ABELSON MURINE LEUKEMIA VIRAL ONCOGENE HOMOLOG 1,PROTO-","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5.2e-08,"M"
"290","3t6g","SH2 DOMAIN-CONTAINING PROTEIN 3C","BREAST CANCER ANTI-ESTROGEN RESISTANCE PROTEIN 1","NOVEL SH2-CONTAINING PROTEIN 3","CRK-ASSOCIATED SUBSTRATE,CAS SCAFFOLDING PROTEIN FAMILY","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3e-08,"M"
"291","3tac","PERIPHERAL PLASMA MEMBRANE PROTEIN CASK","LIPRIN-ALPHA-2","HCASK,CALCIUM","PROTEIN TYROSINE PHOSPHATASE RECEPTOR TYPE F POLYPEPTIDE-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5.5e-07,"M"
"292","3tei","MITOGEN-ACTIVATED PROTEIN KINASE 1","RIBOSOMAL PROTEIN S6 KINASE ALPHA-1","MAP KINASE 1,MAPK 1,ERT1,EXTRACELLULAR SIGNAL-REGULATED","S6K-ALPHA-1,90 KDA RIBOSOMAL PROTEIN S6 KINASE 1,P90-RSK","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5e-07,"M"
"293","3ula","TOLL-LIKE RECEPTOR 4","LYMPHOCYTE ANTIGEN 96","HTOLL","LY-96,ESOP-1,PROTEIN MD-2","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.84e-09,"M"
"294","3uyo","TYROSINE-PROTEIN KINASE ABL1","MONOBODY SH13","ABELSON MURINE LEUKEMIA VIRAL ONCOGENE HOMOLOG 1,ABELSON","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",6.8e-06,"M"
"295","3v4y","SERINE","NUCLEAR INHIBITOR OF PROTEIN PHOSPHATASE 1","PP-1A","NIPP-1,PROTEIN PHOSPHATASE 1 REGULATORY INHIBITOR SUBUNIT","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.78e-08,"M"
"296","3vux","POLYUBIQUITIN-C","TUMOR NECROSIS FACTOR ALPHA-INDUCED PROTEIN 3","NA","TNF ALPHA-INDUCED PROTEIN 3,OTU DOMAIN-CONTAINING PROTEIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",9e-06,"M"
"297","3w8h","PROGRAMMED CELL DEATH PROTEIN 10","SERINE","CEREBRAL CAVERNOUS MALFORMATIONS 3 PROTEIN,TF-1 CELL","STE20-LIKE KINASE,STERILE 20","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.64e-07,"M"
"298","3w8i","PROGRAMMED CELL DEATH PROTEIN 10","SERINE","CEREBRAL CAVERNOUS MALFORMATIONS 3 PROTEIN,TF-1 CELL","MAMMALIAN STE20-LIKE PROTEIN KINASE 4,MST-4,MST3 AND SOK1-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.15e-09,"M"
"299","3wo3","INTERLEUKIN-18","INTERLEUKIN-18 RECEPTOR 1","IL-18,IBOCTADEKIN,INTERFERON GAMMA-INDUCING FACTOR,IFN-","INTERLEUKIN-18 RECEPTOR ALPHA,IL-18R-1,IL-18R1,CD218","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",6.9e-08,"M"
"300","3znz","PROTEIN FAM105B","POLYUBIQUITIN-C","NA","MET1-DI UBIQUITIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.96e-07,"M"
"301","3zs8","ATPASE GET3","GOLGI TO ER TRAFFIC PROTEIN 1","ARSENICAL PUMP-DRIVING ATPASE,ARSENITE-STIMULATED ATPASE,","GUIDED ENTRY OF TAIL-ANCHORED PROTEINS 1,MITOCHONDRIAL","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","4932","4932","Kd",5.1e-08,"M"
"302","3zs9","ATPASE GET3","GOLGI TO ER TRAFFIC PROTEIN 2","ARSENICAL PUMP-DRIVING ATPASE,ARSENITE-STIMULATED ATPASE,","HYDROXYUREA RESISTANCE PROTEIN 2,REQUIRED FOR MEIOTIC","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","4932","4932","Kd",1.5e-07,"M"
"303","3zwh","PROTEIN S100-A4","MYOSIN-9","CALVASCULIN,METASTASIN,PLACENTAL CALCIUM-BINDING","CELLULAR MYOSIN HEAVY CHAIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.54e-06,"M"
"304","3zwl","EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT I","EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT B","EIF3I,EUKARYOTIC TRANSLATION INITIATION FACTOR 3 39 KDA","EIF3B,CELL CYCLE REGULATION AND TRANSLATION INITIATION","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","4932","4932","Kd",1.6e-07,"M"
"305","3zyi","LEUCINE-RICH REPEAT-CONTAINING PROTEIN 4","NETRIN-G2","BRAIN TUMOR-ASSOCIATED PROTEIN BAG,NASOPHARYNGEAL","LAMINET-2,NETRING2","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",7.3e-09,"M"
"306","3zyj","LEUCINE-RICH REPEAT-CONTAINING PROTEIN 4C","NETRIN-G1","NGL1,NETRIN-G1 LIGAND,NGL-1","NETRING1,LAMINET-1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",7.9e-09,"M"
"307","4a49","E3 UBIQUITIN-PROTEIN LIGASE CBL","UBIQUITIN-CONJUGATING ENZYME E2 D2","CASITAS B-LINEAGE LYMPHOMA PROTO-ONCOGENE,PROTO-ONCOGENE C-","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4.2e-05,"M"
"308","4ap2","KELCH-LIKE PROTEIN 11","CULLIN-3","NA","CUL-3","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2e-08,"M"
"309","4apf","KELCH-LIKE PROTEIN 11","CULLIN 3","NA","CUL-3","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",6.5e-07,"M"
"310","4asw","SMALL GLUTAMINE-RICH TETRATRICOPEPTIDE REPEAT-CONTAINING","UBIQUITIN-LIKE PROTEIN MDY2","SGT2","GOLGI TO ER TRAFFIC PROTEIN 5,MATING-DEFICIENT PROTEIN 2,","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","4932","4932","Kd",1e-07,"M"
"311","4bkx","METASTASIS-ASSOCIATED PROTEIN MTA1","HISTONE DEACETYLASE 1","NA","HD1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5e-06,"M"
"312","4bpx","DNA PRIMASE SMALL SUBUNIT","DNA POLYMERASE ALPHA CATALYTIC SUBUNIT","DNA PRIMASE 49 KDA SUBUNIT,P49","DNA POLYMERASE ALPHA CATALYTIC SUBUNIT P180,DNA PRIMASE 58","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.5e-07,"M"
"313","4bru","ATP-DEPENDENT RNA HELICASE DHH1","ENHANCER OF MRNA-DECAPPING PROTEIN 3","DEXD","NA","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","559292","559292","Kd",2e-07,"M"
"314","4brw","ATP-DEPENDENT RNA HELICASE DHH1","DNA TOPOISOMERASE 2-ASSOCIATED PROTEIN PAT1","DEXD","DECAPPING ACTIVATOR AND TRANSLATIONAL REPRESSOR PAT1,","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","559292","559292","Kd",5e-08,"M"
"315","4bsr","LEUCINE-RICH REPEAT-CONTAINING G-PROTEIN COUPLED RECEPTOR","R-SPONDIN-1","G-PROTEIN COUPLED RECEPTOR 49,G-PROTEIN COUPLED RECEPTOR","ROOF PLATE-SPECIFIC SPONDIN-1,HRSPO1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2e-09,"M"
"316","4bwq","THIOREDOXIN-LIKE PROTEIN 4A","POLYGLUTAMINE-BINDING PROTEIN 1","DIM1 PROTEIN HOMOLOG,SPLICEOSOMAL U5 SNRNP-SPECIFIC 15","PQBP-1,38 KDA NUCLEAR PROTEIN CONTAINING A WW DOMAIN,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.97e-05,"M"
"317","4byf","CALMODULIN","UNCONVENTIONAL MYOSIN-IC","CAM","MYOSIN I BETA,MMI-BETA,MMIB","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",9e-07,"M"
"318","4c2a","VON WILLEBRAND FACTOR","PLATELET GLYCOPROTEIN IB ALPHA CHAIN","VWF,VON WILLEBRAND ANTIGEN II,VON WILLEBRAND FACTOR A1","GP-IB ALPHA,GPIB-ALPHA,GPIBA,GLYCOPROTEIN IB ALPHA,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",9.7e-09,"M"
"319","4c2b","VON WILLEBRAND FACTOR","PLATELET GLYCOPROTEIN IB ALPHA CHAIN","VWF,VON WILLEBRAND ANTIGEN II,VON WILLEBRAND FACTOR A1","GP-IB ALPHA,GPIB-ALPHA,GPIBA,GLYCOPROTEIN IBALPHA,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",9e-09,"M"
"320","4c4k","OBSCURIN","TITIN","OBSCURIN-RHOGEF,OBSCURIN-MYOSIN LIGHT CHAIN KINASE,","CONNECTIN,RHABDOMYOSARCOMA ANTIGEN MU-RMS-40","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.7e-06,"M"
"321","4c4p","RAS-RELATED PROTEIN RAB-11A","RAB11 FAMILY-INTERACTING PROTEIN 2","RAB-11,YL8","RAB11-FIP2,NRIP11","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.5e-07,"M"
"322","4c9b","EUKARYOTIC INITIATION FACTOR 4A-III","PRE-MRNA-SPLICING FACTOR CWC22 HOMOLOG","EIF-4A-III,EIF4A-III,ATP-DEPENDENT RNA HELICASE DDX48,","PRE-MRNA-SPLICING FACTOR CWC22,NUCAMPHOLIN HOMOLOG,FSAPB","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.84e-08,"M"
"323","4cmm","TYROSINE-PROTEIN PHOSPHATASE NON-RECEPTOR TYPE SUBSTRATE 1","LEUKOCYTE SURFACE ANTIGEN CD47","SHP SUBSTRATE 1,SHPS-1,BRAIN IG-LIKE MOLECULE WITH","ANTIGENIC SURFACE DETERMINANT PROTEIN OA3,INTEGRIN-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",8e-07,"M"
"324","4d0g","RAS-RELATED PROTEIN RAB-14","RAB11 FAMILY-INTERACTING PROTEIN 1","NA","RAB11-FIP1,RAB-COUPLING PROTEIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.8e-06,"M"
"325","4d0n","TRANSFORMING PROTEIN RHOA","A-KINASE ANCHOR PROTEIN 13","RHOA,RHO CDNA CLONE 12,H12","AKAP13,AKAP-13,AKAP-LBC,BREAST CANCER NUCLEAR","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.81e-05,"M"
"326","4dbg","RANBP-TYPE AND C3HC4-TYPE ZINC FINGER-CONTAINING PROTEIN 1","RING FINGER PROTEIN 31","HBV-ASSOCIATED FACTOR 4,HEME-OXIDIZED IRP2 UBIQUITIN LIGASE","HOIL-1-INTERACTING PROTEIN,HOIP,ZINC IN-BETWEEN-RING-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5.2e-07,"M"
"327","4dcn","ADP-RIBOSYLATION FACTOR-LIKE PROTEIN 1","ARFAPTIN-2","ARL1","ADP-RIBOSYLATION FACTOR-INTERACTING PROTEIN 2,PARTNER OF","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.3e-06,"M"
"328","4dj9","VINCULIN","TALIN-1","METAVINCULIN","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",9.9e-08,"M"
"329","4dkd","INTERLEUKIN-34","MACROPHAGE COLONY-STIMULATING FACTOR 1 RECEPTOR","IL-34","CSF-1 RECEPTOR,CSF-1-R,CSF-1R,M-CSF-R,PROTO-ONCOGENE C-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",9.4e-08,"M"
"330","4dm6","RETINOIC ACID RECEPTOR BETA","NUCLEAR RECEPTOR COACTIVATOR 1","RAR-BETA,HBV-ACTIVATED PROTEIN,NUCLEAR RECEPTOR SUBFAMILY","NCOA-1,CLASS E BASIC HELIX-LOOP-HELIX PROTEIN 74,BHLHE74,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.5e-06,"M"
"331","4dm8","RETINOIC ACID RECEPTOR BETA","NUCLEAR RECEPTOR COACTIVATOR 1","RAR-BETA,HBV-ACTIVATED PROTEIN,NUCLEAR RECEPTOR SUBFAMILY","NCOA-1,CLASS E BASIC HELIX-LOOP-HELIX PROTEIN 74,BHLHE74,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.5e-06,"M"
"332","4dpg","LYSINE--TRNA LIGASE","AMINOACYL TRNA SYNTHASE COMPLEX-INTERACTING MULTIFUNCTIONAL","LYSYL-TRNA SYNTHETASE,LYSRS","MULTISYNTHASE COMPLEX AUXILIARY COMPONENT P38,PROTEIN JTV-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",9e-08,"M"
"333","4dra","CENTROMERE PROTEIN S","CENTROMERE PROTEIN X","CENP-S,APOPTOSIS-INDUCING TAF9-LIKE DOMAIN-CONTAINING","CENP-X,FANCM-INTERACTING HISTONE FOLD PROTEIN 2,FANCONI","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.17e-06,"M"
"334","4dt1","CHROMOSOME SEGREGATION IN MEIOSIS PROTEIN 2","PLATINUM SENSITIVITY PROTEIN 3","NA","NA","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","559292","559292","Kd",5.6e-07,"M"
"335","4dx8","INTEGRIN BETA-1-BINDING PROTEIN 1","KREV INTERACTION TRAPPED PROTEIN 1","INTEGRIN CYTOPLASMIC DOMAIN-ASSOCIATED PROTEIN 1,ICAP-1","KREV INTERACTION TRAPPED 1,CEREBRAL CAVERNOUS MALFORMATIONS","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.24e-06,"M"
"336","4dxa","RAS-RELATED PROTEIN RAP-1B","KREV INTERACTION TRAPPED PROTEIN 1","GTP-BINDING PROTEIN SMG P21B","KREV INTERACTION TRAPPED 1,CEREBRAL CAVERNOUS MALFORMATIONS","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.8e-06,"M"
"337","4e42","T CELL RECEPTOR G4 ALPHA CHAIN","T CELL RECEPTOR G4 BETA CHAIN","NA","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3e-04,"M"
"338","4eoz","SPECKLE-TYPE POZ PROTEIN","CULLIN-3","HIB HOMOLOG 1,ROADKILL HOMOLOG 1","CUL-3","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1e-06,"M"
"339","4etp","KINESIN-LIKE PROTEIN KAR3","SPINDLE POLE BODY-ASSOCIATED PROTEIN VIK1","NUCLEAR FUSION PROTEIN","VEGETATIVE INTERACTION WITH KAR3 PROTEIN 1","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","559292","559292","Kd",3.7e-07,"M"
"340","4fza","CALCIUM-BINDING PROTEIN 39","SERINE","MO25ALPHA,PROTEIN MO25","MAMMALIAN STE20-LIKE PROTEIN KINASE 4,MST-4,MST3 AND SOK1-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",9.91e-08,"M"
"341","4fzv","PUTATIVE METHYLTRANSFERASE NSUN4","MTERF DOMAIN-CONTAINING PROTEIN 2","NOL1","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.33e-08,"M"
"342","4geh","PROGRAMMED CELL DEATH PROTEIN 10","SERINE","CEREBRAL CAVERNOUS MALFORMATIONS 3 PROTEIN,TF-1 CELL","MAMMALIAN STE20-LIKE PROTEIN KINASE 4,MST-4,MST3 AND SOK1-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.17e-08,"M"
"343","4gh7","NEUTROPHIL GELATINASE-ASSOCIATED LIPOCALIN","FIBRONECTIN","NGAL,25 KDA ALPHA-2-MICROGLOBULIN-RELATED SUBUNIT OF MMP-9,","FN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5.77e-09,"M"
"344","4gu0","LYSINE-SPECIFIC HISTONE DEMETHYLASE 1B","HISTONE H3","LSD2,FLAVIN-CONTAINING AMINE OXIDASE DOMAIN-CONTAINING","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",7.41e-07,"M"
"345","4h3p","MITOGEN-ACTIVATED PROTEIN KINASE 1","RIBOSOMAL PROTEIN S6 KINASE ALPHA-1","MAP KINASE 1,MAPK 1,ERT1,EXTRACELLULAR SIGNAL-REGULATED","S6K-ALPHA-1,90 KDA RIBOSOMAL PROTEIN S6 KINASE 1,P90-RSK","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2e-06,"M"
"346","4h5s","CYTOTOXIC AND REGULATORY T-CELL MOLECULE","CELL ADHESION MOLECULE 1","CLASS-I MHC-RESTRICTED T-CELL-ASSOCIATED MOLECULE","IMMUNOGLOBULIN SUPERFAMILY MEMBER 4,IGSF4,NECTIN-LIKE","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.25e-05,"M"
"347","4h6j","HYPOXIA INDUCIBLE FACTOR 1-ALPHA","ARYL HYDROCARBON NUCLEAR TRANSLOCATOR","NA","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.9e-07,"M"
"348","4hdo","KREV INTERACTION TRAPPED PROTEIN 1","RAS-RELATED PROTEIN RAP-1B","KRIT1,KREV INTERACTION TRAPPED 1,CEREBRAL CAVERNOUS","RAP1B,GTP-BINDING PROTEIN SMG P21B","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.6e-07,"M"
"349","4hnj","BCL-2-LIKE PROTEIN 1","BCL-2-BINDING COMPONENT 3","BCL2-L-1,APOPTOSIS REGULATOR BCL-X","JFY-1,P53 UP-REGULATED MODULATOR OF APOPTOSIS","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3e-09,"M"
"350","4hsa","INTERLEUKIN-17A","INTERLEUKIN-17 RECEPTOR A","IL-17,IL-17A,CYTOTOXIC T-LYMPHOCYTE-ASSOCIATED ANTIGEN 8,","IL-17 RECEPTOR A,IL-17RA,CDW217","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.9e-09,"M"
"351","4i6l","UBIQUITIN THIOESTERASE OTUB1","UBIQUITIN","DEUBIQUITINATING ENZYME OTUB1,OTU DOMAIN-CONTAINING","UBIQUITIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2e-08,"M"
"352","4ic7","MITOGEN-ACTIVATED PROTEIN KINASE 7","DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 5","MAP KINASE 7,MAPK 7,BIG MAP KINASE 1,BMK-1,EXTRACELLULAR","MAP KINASE KINASE 5,MAPKK 5,MAPK","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4.3e-07,"M"
"353","4ihl","14-3-3 PROTEIN ZETA","RAF PROTO-ONCOGENE SERINE","PROTEIN KINASE C INHIBITOR PROTEIN 1,KCIP-1","PROTO-ONCOGENE C-RAF,CRAF,RAF-1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.46e-07,"M"
"354","4iyp","IMMUNOGLOBULIN-BINDING PROTEIN 1","SERINE","B-CELL SIGNAL TRANSDUCTION MOLECULE ALPHA 4,PROTEIN ALPHA-","PP2A-ALPHA,REPLICATION PROTEIN C,RP-C","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3e-07,"M"
"355","4j2l","ATAXIN-1","PROTEIN CAPICUA HOMOLOG","SPINOCEREBELLAR ATAXIA TYPE 1 PROTEIN","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",8.85e-08,"M"
"356","4j6g","TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 14","TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 6B","HERPES VIRUS ENTRY MEDIATOR LIGAND,HVEM-L,HERPESVIRUS","DECOY RECEPTOR 3,DCR3,DECOY RECEPTOR FOR FAS LIGAND,M68","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.63e-08,"M"
"357","4je4","TYROSINE-PROTEIN PHOSPHATASE NON-RECEPTOR TYPE 11","MONOBODY NSA1","PROTEIN-TYROSINE PHOSPHATASE 1D,PTP-1D,PROTEIN-TYROSINE","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.4e-08,"M"
"358","4jeg","TYROSINE-PROTEIN PHOSPHATASE NON-RECEPTOR TYPE 11","MONOBODY CS1","PROTEIN-TYROSINE PHOSPHATASE 1D,PTP-1D,PROTEIN-TYROSINE","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.2e-08,"M"
"359","4js0","CELL DIVISION CONTROL PROTEIN 42 HOMOLOG","BRAIN-SPECIFIC ANGIOGENESIS INHIBITOR 1-ASSOCIATED PROTEIN","G25K GTP-BINDING PROTEIN","BAI-ASSOCIATED PROTEIN 2,BAI1-ASSOCIATED PROTEIN 2,PROTEIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5e-06,"M"
"360","4k81","GROWTH FACTOR RECEPTOR-BOUND PROTEIN 14","GTPASE HRAS","GRB14 ADAPTER PROTEIN","H-RAS-1,HA-RAS,TRANSFORMING PROTEIN P21,C-H-RAS,P21RAS,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.6e-06,"M"
"361","4kfz","LMO-2","ANTI-LMO2 VH","RHOMBOTIN-2,CYSTEINE-RICH PROTEIN TTG-2,LIM DOMAIN ONLY","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",9.4e-08,"M"
"362","4kgg","TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 6B","TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 14","DECOY RECEPTOR 3,DCR3,DECOY RECEPTOR FOR FAS LIGAND,M68","HERPES VIRUS ENTRY MEDIATOR LIGAND,HVEM-L,HERPESVIRUS","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.53e-07,"M"
"363","4kgq","TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 6B","TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 14","DECOY RECEPTOR 3,DCR3,DECOY RECEPTOR FOR FAS LIGAND,M68","HERPES VIRUS ENTRY MEDIATOR LIGAND,HVEM-L,HERPESVIRUS","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.6e-08,"M"
"364","4kt1","LEUCINE-RICH REPEAT-CONTAINING G-PROTEIN COUPLED RECEPTOR","R-SPONDIN-1","G-PROTEIN COUPLED RECEPTOR 48","ROOF PLATE-SPECIFIC SPONDIN-1,HRSPO1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5.65e-08,"M"
"365","4kv5","TRANSFORMING GROWTH FACTOR BETA-1 PROPROTEIN","SINGLE-CHAIN VARIABLE FRAGMENT GC1009","NA","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.7e-09,"M"
"366","4l0p","EPHRIN TYPE-A RECEPTOR 3","EPHRIN-A5","EPH-LIKE KINASE 4,EK4,HEK4,HEK,HUMAN EMBRYO KINASE,","AL-1,EPH-RELATED RECEPTOR TYROSINE KINASE LIGAND 7,LERK-7","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",9e-09,"M"
"367","4l67","SERINE","SERINE","P21-ACTIVATED KINASE 4,PAK-4","P21-ACTIVATED KINASE 4,PAK-4","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.2e-07,"M"
"368","4lad","UBIQUITIN-CONJUGATING ENZYME E2 G2","E3 UBIQUITIN-PROTEIN LIGASE AMFR","UBIQUITIN CARRIER PROTEIN G2,UBIQUITIN-PROTEIN LIGASE G2","AUTOCRINE MOTILITY FACTOR RECEPTOR,AMF RECEPTOR,RING","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.8e-08,"M"
"369","4lzx","CALMODULIN","IQ DOMAIN-CONTAINING PROTEIN G","CAM","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5.07e-09,"M"
"370","4m1l","CALMODULIN","IQ DOMAIN-CONTAINING PROTEIN G","CAM","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.8e-07,"M"
"371","4m6b","CHIMERA PROTEIN OF HISTONE H2B","HELICASE SWR1","NA","NA","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","559292","559292","Kd",7.1e-09,"M"
"372","4mne","DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1","SERINE","MAP KINASE KINASE 1,MAPKK 1,MKK1,ERK ACTIVATOR KINASE 1,","BRAF,PROTO-ONCOGENE B-RAF,P94,V-RAF MURINE SARCOMA VIRAL","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4.3e-08,"M"
"373","4mqv","REPLICATION PROTEIN A 32 KDA SUBUNIT","SWI","RP-A P32,REPLICATION FACTOR A PROTEIN 2,RF-A PROTEIN 2,","HEPA-RELATED PROTEIN,HHARP,SUCROSE NONFERMENTING PROTEIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.9e-06,"M"
"374","4n7v","SERINE","CENTROSOMAL PROTEIN OF 152 KDA","POLO-LIKE KINASE 4,PLK-4,SERINE","CEP152","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.2e-08,"M"
"375","4n7z","SERINE","CENTROSOMAL PROTEIN OF 192 KDA","POLO-LIKE KINASE 4,PLK-4,SERINE","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.77e-07,"M"
"376","4niq","VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 4","VPS4-ASSOCIATED PROTEIN 1","DOA4-INDEPENDENT DEGRADATION PROTEIN 6,PROTEIN END13,","NA","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","559292","559292","Kd",5e-06,"M"
